媒体名称,备注,所属表名,所属列名,是否官媒,判断理由,提取的主管单位(隐式)
中国全民阅读网,《互联网新闻信息稿源单位名单（截至2025 年6 月）》,中央和国家机关、群团组织等政务发布平台（87家）,官方网站,是,✅ 特殊豁免: 政务发布平台本体[中国全民阅读网所属党政机关]；✅ 持有《互联网新闻信息采编发布服务许可证》；✅ 机构性质为机关/事业单位或100%国有全资,中国全民阅读网所属党政机关
中国六盘水网,《互联网新闻信息稿源单位名单（截至2025 年6 月）》,地方新闻网站和地方新闻单位（1086家）,地方新闻网站（513家）,是,✅ 主管单位[地方党委宣传部/报业集团]属于政务/党媒体系；✅ 持有《互联网新闻信息采编发布服务许可证》；✅ 机构性质为机关/事业单位或100%国有全资,地方党委宣传部/报业集团
中国兰州网,《互联网新闻信息稿源单位名单（截至2025 年6 月）》,地方新闻网站和地方新闻单位（1086家）,地方新闻网站（513家）,是,✅ 主管单位[地方党委宣传部/报业集团]属于政务/党媒体系；✅ 持有《互联网新闻信息采编发布服务许可证》；✅ 机构性质为机关/事业单位或100%国有全资,地方党委宣传部/报业集团
中国共青团网,《互联网新闻信息稿源单位名单（截至2025 年6 月）》,中央和国家机关、群团组织等政务发布平台（87家）,官方网站,是,✅ 特殊豁免: 共青团体系[中国共青团网所属党政机关]；✅ 持有《互联网新闻信息采编发布服务许可证》；✅ 机构性质为机关/事业单位或100%国有全资,中国共青团网所属党政机关
中国军号,《互联网新闻信息稿源单位名单（截至2025 年6 月）》,中央和国家机关、群团组织等主管主办的报刊网站（122家）,主管主办的报刊网站（122家）,是,✅ 主管单位[中央军委政治工作部]属于政务/党媒体系；✅ 持有《互联网新闻信息采编发布服务许可证》；✅ 机构性质为机关/事业单位或100%国有全资,中央军委政治工作部
中国军网,《互联网新闻信息稿源单位名单（截至2025 年6 月）》,中央和国家机关、群团组织等政务发布平台（87家）,公众账号-官方微信,是,✅ 特殊豁免: 政务发布平台本体[中国军网所属党政机关]；✅ 持有《互联网新闻信息采编发布服务许可证》；✅ 机构性质为机关/事业单位或100%国有全资,中国军网所属党政机关
中国农村网,《互联网新闻信息稿源单位名单（截至2025 年6 月）》,中央和国家机关、群团组织等主管主办的报刊网站（122家）,主管主办的报刊网站（122家）,是,✅ 主管单位[农业农村部]属于政务/党媒体系；✅ 持有《互联网新闻信息采编发布服务许可证》；✅ 机构性质为机关/事业单位或100%国有全资,农业农村部
中国农科新闻网,《互联网新闻信息稿源单位名单（截至2025 年6 月）》,地方新闻网站和地方新闻单位（1086家）,地方新闻网站（513家）,是,✅ 主管单位[地方党委宣传部/报业集团]属于政务/党媒体系；✅ 持有《互联网新闻信息采编发布服务许可证》；✅ 机构性质为机关/事业单位或100%国有全资,地方党委宣传部/报业集团
中国农网,《互联网新闻信息稿源单位名单（截至2025 年6 月）》,中央新闻单位（19家）及其主管主办的报刊网站（67家）,主管主办的报刊网站（67家）,是,✅ 主管单位[地方党委宣传部/报业集团]属于政务/党媒体系；✅ 持有《互联网新闻信息采编发布服务许可证》；✅ 机构性质为机关/事业单位或100%国有全资,地方党委宣传部/报业集团
中国劳动保障报,《互联网新闻信息稿源单位名单（截至2025 年6 月）》,中央和国家机关、群团组织等主管主办的报刊网站（122家）,主管主办的报刊网站（122家）,是,✅ 主管单位[人力资源和社会保障部]属于政务/党媒体系；✅ 持有《互联网新闻信息采编发布服务许可证》；✅ 机构性质为机关/事业单位或100%国有全资,人力资源和社会保障部
中国劳动保障新闻网,《互联网新闻信息稿源单位名单（截至2025 年6 月）》,中央和国家机关、群团组织等主管主办的报刊网站（122家）,主管主办的报刊网站（122家）,是,✅ 主管单位[人力资源和社会保障部]属于政务/党媒体系；✅ 持有《互联网新闻信息采编发布服务许可证》；✅ 机构性质为机关/事业单位或100%国有全资,人力资源和社会保障部
中国医药报,《互联网新闻信息稿源单位名单（截至2025 年6 月）》,中央和国家机关、群团组织等主管主办的报刊网站（122家）,主管主办的报刊网站（122家）,是,✅ 主管单位[国家药品监督管理局]属于政务/党媒体系；✅ 持有《互联网新闻信息采编发布服务许可证》；✅ 机构性质为机关/事业单位或100%国有全资,国家药品监督管理局
中国县域经济报,《互联网新闻信息稿源单位名单（截至2025 年6 月）》,中央新闻单位（19家）及其主管主办的报刊网站（67家）,主管主办的报刊网站（67家）,是,✅ 主管单位[地方党委宣传部/报业集团]属于政务/党媒体系；✅ 持有《互联网新闻信息采编发布服务许可证》；✅ 机构性质为机关/事业单位或100%国有全资,地方党委宣传部/报业集团
中国反邪教,《互联网新闻信息稿源单位名单（截至2025 年6 月）》,中央和国家机关、群团组织等政务发布平台（87家）,公众账号-官方微信,是,✅ 特殊豁免: 政务发布平台本体[中国反邪教所属党政机关]；✅ 持有《互联网新闻信息采编发布服务许可证》；✅ 机构性质为机关/事业单位或100%国有全资,中国反邪教所属党政机关
中国反邪教网,《互联网新闻信息稿源单位名单（截至2025 年6 月）》,中央和国家机关、群团组织等政务发布平台（87家）,官方网站,是,✅ 特殊豁免: 政务发布平台本体[中国反邪教网所属党政机关]；✅ 持有《互联网新闻信息采编发布服务许可证》；✅ 机构性质为机关/事业单位或100%国有全资,中国反邪教网所属党政机关
中国发展网,《互联网新闻信息稿源单位名单（截至2025 年6 月）》,中央和国家机关、群团组织等主管主办的报刊网站（122家）,主管主办的报刊网站（122家）,是,✅ 主管单位[国家发展和改革委员会]属于政务/党媒体系；✅ 持有《互联网新闻信息采编发布服务许可证》；✅ 机构性质为机关/事业单位或100%国有全资,国家发展和改革委员会
中国发布,《互联网新闻信息稿源单位名单（截至2025 年6 月）》,中央和国家机关、群团组织等政务发布平台（87家）,应用程序,是,✅ 特殊豁免: 政务发布平台本体[中国发布所属党政机关]；✅ 持有《互联网新闻信息采编发布服务许可证》；✅ 机构性质为机关/事业单位或100%国有全资,中国发布所属党政机关
中国台州网,《互联网新闻信息稿源单位名单（截至2025 年6 月）》,地方新闻网站和地方新闻单位（1086家）,地方新闻网站（513家）,是,✅ 主管单位[地方党委宣传部/报业集团]属于政务/党媒体系；✅ 持有《互联网新闻信息采编发布服务许可证》；✅ 机构性质为机关/事业单位或100%国有全资,地方党委宣传部/报业集团
中国台湾网,《互联网新闻信息稿源单位名单（截至2025 年6 月）》,中央新闻网站和重点理论网站（31家）,,是,✅ 主管单位[地方党委宣传部/报业集团]属于政务/党媒体系；✅ 持有《互联网新闻信息采编发布服务许可证》；✅ 机构性质为机关/事业单位或100%国有全资,地方党委宣传部/报业集团
中国吉林网,《互联网新闻信息稿源单位名单（截至2025 年6 月）》,地方新闻网站和地方新闻单位（1086家）,地方新闻网站（513家）,是,✅ 主管单位[地方党委宣传部/报业集团]属于政务/党媒体系；✅ 持有《互联网新闻信息采编发布服务许可证》；✅ 机构性质为机关/事业单位或100%国有全资,地方党委宣传部/报业集团
中国商务新闻网,《互联网新闻信息稿源单位名单（截至2025 年6 月）》,中央和国家机关、群团组织等主管主办的报刊网站（122家）,主管主办的报刊网站（122家）,是,✅ 主管单位[商务部]属于政务/党媒体系；✅ 持有《互联网新闻信息采编发布服务许可证》；✅ 机构性质为机关/事业单位或100%国有全资,商务部
中国商报,《互联网新闻信息稿源单位名单（截至2025 年6 月）》,中央和国家机关、群团组织等主管主办的报刊网站（122家）,主管主办的报刊网站（122家）,否,❌ 主管单位[中国商业联合会]命中黑名单(高校/企业/社团)；✅ 持有《互联网新闻信息采编发布服务许可证》；✅ 机构性质为机关/事业单位或100%国有全资,中国商业联合会
中国商报网,《互联网新闻信息稿源单位名单（截至2025 年6 月）》,中央和国家机关、群团组织等主管主办的报刊网站（122家）,主管主办的报刊网站（122家）,否,❌ 主管单位[中国商业联合会]命中黑名单(高校/企业/社团)；✅ 持有《互联网新闻信息采编发布服务许可证》；✅ 机构性质为机关/事业单位或100%国有全资,中国商业联合会
中国国际进口博览会,《互联网新闻信息稿源单位名单（截至2025 年6 月）》,中央和国家机关、群团组织等政务发布平台（87家）,公众账号-官方微信,是,✅ 特殊豁免: 政务发布平台本体[中国国际进口博览会所属党政机关]；✅ 持有《互联网新闻信息采编发布服务许可证》；✅ 机构性质为机关/事业单位或100%国有全资,中国国际进口博览会所属党政机关
中国国际进口博览会网站,《互联网新闻信息稿源单位名单（截至2025 年6 月）》,中央和国家机关、群团组织等政务发布平台（87家）,官方网站,是,✅ 特殊豁免: 政务发布平台本体[中国国际进口博览会网站所属党政机关]；✅ 持有《互联网新闻信息采编发布服务许可证》；✅ 机构性质为机关/事业单位或100%国有全资,中国国际进口博览会网站所属党政机关
